dataset,project_data_id,source_url,donorcode,donorname,oecd_website,agencycode,agencyname,agency_url,project_url,title,description,project_no,country_name,dataset_approved_yr,commitment_amount,data_amount_unit,country_multipleInvest,q1_0,q1_1,q1_2,q1_2b,q1_3,q1_4,q1_4b,q1_4c,q1_5,q1_6,q1_6b,q1_7,q1_8,q1_9,q1_10,q1_10b,q1_11,q1_12,q1_13,q1_14,q1_15,q1_15b,q1_16,q1_17,q1_18,q1_18b,q1_18c,q1_18d,q1_18e,q1_19,q1_20,q1_20b,q1_20c,q1_21,q1_22,q1_23,q1_23b,q1_23c,q1_23d,q1_23e,q1_24,q1_24b,q1_24c,q1_24d,q2_01,q2_02,q2_03,q2_04a,q2_04b,q2_04c,q2_04d,q2_04e,q2_05,q3_01,q3_02,q3_03,q3_03b
CRS,2021002701,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Climate- and Disaster-Resilient Irrigation and Drainage Modernization in the Vakhsh River Basin Project,"Short: CLIMATE- AND DISASTER-RESILIENT IRRIGATION AND DRAINAGE MODERNIZATION IN THE VAKHSH RIVER BASIN PROJECT Long: The project is the first gender equity themed irrigation and drainage (I&D) investment of the Asian Development Bank (ADB) in Tajikistan. The project will enhance climate resilience, water productivity, and the income of female and male farmers by modernizing selected areas of the Yovon I&D system, located in Khatlon province of the lower Vakhsh river basin. The project will introduce (i) climate- and disaster-resilient modernization of prioritized I&D infrastructure, (ii) streamlined institutions and systems for effective planning and operation and maintenance (O&M) of I&D infrastructure, and (iii) policies and strategies for gender equality to enhance women's participation in land and water management.",GN0810-TAJ,Tajikistan,2021,21000000,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/53109-001/main#,,2,53109-001,1,,2,1,,1,,1,,1,,,,,,,,,,,Reports and Recommendations of the President,2,"35,200,000",USD,Total cost,,,1,,,,2,,1,Farm income,Agricultural productivity,Water use productivity,Cropping intensity,Area under irrigation,DESIGN AND MONITORING FRAMEWORK ,1,1,0,
CRS,2012001775-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Community Groundwater Irrigation Sector Project,Short: COMMUNITY GROUNDWATER IRRIGATION SECTOR PROJECT Long:,LN1609-NEP,Nepal,,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/29236-013/main,,2,29236-013,2,1998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2016000148,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Jalalpur Irrigation,Short: JALALPUR IRRIGATION Long: Jalalpur Irrigation,LN6006-PAK,Pakistan,2016,5000000,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/46528-003/main#,,2,46528-003,1,,2,1,,2,"The proposed Jalalpur Irrigation Project is located in Punjab, Pakistan. The project will provide irrigation from summer floods to 65,000 hectares and will increase agricultural production of rainfed areas in Jhelum and Khushab districts. The project will (i) construct over 200 kilometers of new irrigation canals, (ii) introduce a farmers-based irrigation management, and (iii) train farmers in good farming practices. It will directly benefit over 200,000 rural people, mostly poor, through creation of new jobs and improving livelihood, food security, and economic growth.

The project design advance (PDA) and the ensuing project are listed in the country operations business plan for 2016 2018. The project is estimated to cost $190 million, including taxes, duties, physical and price contingencies, and interest and other charges on the loan during implementation. ADB financing of $150 million from ordinary capital resources (OCR) is proposed. The project follows the priorities set in the country partnership strategy, 2015 2019.",1,,1,,,,,,,,,,,Project/Program Administration Manual,2,"6,500,000",USD,Total cost,,,1,,,,2,,2,,,,,,,0,0,0,
CRS,2012000415,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,SECOND INTEGRATED IRRIGATION SECTOR PROJECT,Short: SECOND INTEGRATED IRRIGATION SECTOR PROJECT Long:,LN1296-INO,Indonesia,,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/ln1296/main,,,,2,1994,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2019002280,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Sustainable Rural Infrastructure and Watershed Management Sector Project,"Short: SUSTAINABLE RURAL INFRASTRUCTURE AND WATERSHED MANAGEMENT SECTOR PROJECT Long: The project is intended to address issues of PRI and watershed management in mountainous provinces of Northern Lao PDR by using an integrated land use planning approach that integrates efficient, sustainable and climate resilient rural infrastructure, and feasible watershed protection measures. For an ecosystem based sustainable rural development, infrastructure and the watershed have to be considered simultaneously. The expected impact of the project will be to achieve sustainable and inclusive rural development. The outcome of the project will be to enhance sustainable, market oriented agricultural production and natural resources management in selected watersheds.",LN3817-LAO,Lao People's Democratic Republic,2019,23000000,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/50236-002/main,,2,50236-002,1,,2,1,,1,,1,,1,,,,,,,,,,,Reports and Recommendations of the President,2,"51,460,000",USD,Total cost,,,1,,,,2,,1,Agricultural productivity,Household income,Area under irrigation,Dietary diversity,,DESIGN AND MONITORING FRAMEWORK,1,0,0,
CRS,2012005006/b-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Building Capacity for Climate Resilience,Short: BUILDING CAPACITY FOR CLIMATE RESILIENCE Long: Building Capacity for Climate Resilience,TA8090-TAJ,Tajikistan,2012,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/45436-001/main,,2,45436-001,1,,2,1,,2,"This TA will enhance planning capacity for climate change adaptation at national and local levels, and within vulnerable sectors and vulnerable population groups. The TA will:

- Establish a climate modeling facility in the national hydrometeorological agency

- Develop climate change projections (dynamical downscaling) and climate impact assessments on water resources, energy, agriculture, transport and social development

- Introduce climate change science modules in one university academic curriculum

- Train government officials of which 30% women on climate change risk management,

- Support a process to formulate national and local adaptation plans

- Develop a knowledge management system to collate and disseminate data and information on climate change

- Establish a small grant facility to support adaptation initiatives in local communities",2,Not about irrigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2007000029z,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,MFF-PUNJAB IRRIGATED AGRICULTURE INVESTMENT PROGRAM - PROJECT,Short: MFF-PUNJAB IRRIGATED AGRICULTURE INVESTMENT PROGRAM - PROJECT Long:,2300-PAK,Pakistan,2007,10644000,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2019000854,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Emergency Assistance for Rehabilitation and Reconstruction,"Short: EMERGENCY ASSISTANCE FOR REHABILITATION AND RECONSTRUCTION Long: In line with the Master Plan for Recovery and Reconstruction for Central Sulawesi (the Master Plan), the Emergency Assistance for Rehabilitation and Reconstruction (EARR) will support the Government of Indonesia in building back better critical infrastructure damaged by the devastating disasters in Central Sulawesi Province in September 2018, where a 7.4-magnitude earthquake triggered a near-field tsunami, landslides, and major liquefaction.",LN3793-INO,Indonesia,2019,50760000,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2012001686-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Second Irrigation Sector Project,Short: SECOND IRRIGATION SECTOR PROJECT Long:,LN1437-NEP,Nepal,,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/ln1437/main,,,,2,1996,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2014003129-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,,Short:  Long:,GN0411-AFG,Afghanistan,,32380950,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/48326-001/main,,2,48326-001,2,2014,2,2,Northern Flood-Damaged Infrastructure Emergency Rehabilitation Project,2,"ADB is helping Afghanistan repair damaged irrigation systems and rural roads in 15 provinces in the north that suffered heavy damage from severe flooding in 2014. The project will also protect land from further flood-related erosion by erecting retaining walls as required, enabling irrigated land to be returned to full production as soon as possible.",1,,2,2,"56,660,000",USD,Source of Funding / Amount,,,2,"28,330,000",USD,"Project involves investment on irrigation & roads, but we cannot find a breakdown; assiging 1/2 of the total project investement",,,,,,,,,,,,,,,,,,,,,,,,
CRS,2011000478,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,MFF-RENEWABLE ENERGY DEVT SECTOR INVESTMENT PROGRAM-PROJECT1,"Short: MFF-RENEWABLE ENERGY DEVT SECTOR INVESTMENT PROGRAM-PROJECT1 Long: Product type: LIBOR BASED LOAN. AsDB internal sector description: Renewable Energy.     To develop indigenous, nonpolluting, and renewable sources of energy to help meet Pakistan's power shortage and diversify the power sources. It will also improve the quality of the power system, specially in rural areas. Scope: Under the first set of subprojects North-West Frontier Porvince (NWFP) will develop a cluster of small hydropower from perennial high-head rivers that are abundant in the province. Punjab province will also develop a cluster of low-head, high-volume small hydropower stations that can be installed in the existing irrigation canal system with perennial water flows. The scope may get expanded to cover other renewable sources as well as other provinces in the future. An effort will also be made for capacity development of renewable energy sector related agencies.",LN2286-PAK,Pakistan,2007,,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2011001577-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Water Resources Management And Land Improvement Project,"Short: WATER RESOURCES MANAGEMENT AND LAND IMPROVEMENT PROJECT Long: Product type: ADF - SDR DENOMINATED. . AsDB internal sector description: Irrigation, Drainage, and Flood Protection.",LN1593-KAZ(SF),Kazakhstan,,,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2015003205-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Integrated Rural Dev Sector Proj In The Centralprovinces:Addnfin,Short: INTEGRATED RURAL DEV SECTOR PROJ IN THE CENTRALPROVINCES:ADDNFIN Long: Description :. Product Type: NEW ADF,LN3173-VIE,Viet Nam,2015,21250000,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/37097-013/main#,,2,37097-013,2,2007,2,2,Integrated Rural Development Sector Project in the Central Provinces,2,"The overall impact of the project is expected to enhance rural livelihood opportunities and standard of living for the rural population residing in the Central Region of Viet Nam. This is to be achieved through improved quality, greater coverage and bettter integration of rural infrastructure. The Project has the following components: (i) rural and coastal infrastructure, further divided into (a) rural and coastal infrastructure subprojects, and (b) design support studies and community participation; (ii) capacity building; and (iii) central project management.",1,,1,,,,,,,,,,,Reports and Recommendations of the President,2,"260,600,000",USD,Total cost,,,2,"130,300,000",USD,"Project involves irrigation and roads, but we cannot tell how much exactly goes to irrigation, so we're assigning 1/2 of the total amount",1,99,1,Household income,Poverty rates reduced,Area under irrigation,Agricultural productivity,,REVISED DESIGN AND MONITORING FRAMEWORK ,1,0,0,
CRS,2018001379,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,National Drainage Sector Project,Short: NATIONAL DRAINAGE SECTOR PROJECT Long: The NDP's primary objectives were to protect irrigated lands and preserve surface water and groundwater quality,LN1413-PAK,Pakistan,2019,0,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2013001037,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Punjab Irrigated Agriculture Investment Program Tranche 3,"Short: PUNJAB IRRIGATED AGRICULTURE INVESTMENT PROGRAM TRANCHE 3 Long: Product type: LIBOR BASED LOAN.     Pakpattan Canal and Suleimanki Barrage Improvement Project (PCSBIP) is located in Punjab Province of Pakistan. Improvement of Suleimanki Barrage will ensure reliable water supply to 1.01 million ha through its three canals including Pakpattan, Fordwah and Eastern canals and will benefit more than 360,000 farming families. Pakpattan canal alone provides irrigation to 500,000 ha. Rehabilitation and upgrading of only Pakpattan canal along with Suleimanki Barrage is included under the project. Rehabilitation of the other two canals is not needed immediately. The impact of the proposed project will be the improved agricultural production and farm income in Pakpattan Canal command area (Okara, Pakpattan, Vehari and Lodhran districts). The outcome will be the improved and reliable water supplies for irrigated agriculture in Pakpattan Canal command area. The project outputs will be (i) rehabilitation of Pakpattan Canal and Suleimanki Barrage completed on time and within the budget, and (ii) EA's improved project management capacity. The project outputs will be achieved through recruitment of supervision consultants, rehabilitation of main weir and canals head regulators, installation of barrage gates and rehabilitation of Pakpattan Canal, Khadir Branch canal and Pakpattan-Islam link canal and appurtenant structures.",LN2971-PAK,Pakistan,2013,73000000,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/37231-043/main,,2,37231-043,2,2012,2,1,,1,,1,,1,,,,,,,,,,,Project/Program Administration Manual,2,"85,430,000",USD,Total cost,,,1,,,,2,,1,Cropping intensity,Farm income,Area under irrigation,,,Project Design and Monitoring Framework,1,0,0,
